bodr;Bodr
b_lanenda;Lanenda
b_tauvdi;Tauvdi
b_totenr;Totenr
b_doranda;Doranda
b_edan;Edan
b_riebiam;Riebiam
b_besenda;Besenda
abhordan;Abhordan
b_tiretl;Ti-Retl
b_bordan;Bordan
b_kocenda;Kocenda
b_elesanda;Elesanda
b_duvdi;Duvdi
b_emetuel;Emetuel
b_tamur;Tamur
b_samenda;Samenda
nopeina;Nopeina
b_siemborm;Siem-Borm
b_botenda;Botenda
b_ramur;Ramur
b_nanulad;Nanulad
b_ketuel;Ketuel
b_agamur;Agamur
b_lesan;Lesan
b_elose;Elose
desordan;Desordan
b_koteina;Koteina
b_araumr;Araumr
b_sopanda;Sopanda
b_soteina;Soteina
b_tanda;Tanda
b_banda;Banda
b_alamenda;Alamenda
b_tatumna;Ta-Tumna
reliafiam;Reliafiam
b_arauld;Arauld
b_docamur;Docamur
b_lopeina;Lopeina
b_wemose;Wemose
b_lanuel;Lanuel
b_kocuel;Kocuel
b_torenr;Torenr
b_quel;Quel
letamur;Letamur
b_setose;Setose
b_dawegi;Da-Wegi
b_atikorl;Ati-Korl
b_raudose;Raudose
b_boran;Boran
b_begmeltesl;Begm-Eltesl
b_besundes;Besundes
b_aguvdi;Aguvdi
ehlamur;Ehlamur
b_ehlanda;Ehlanda
b_tesulad;Tesulad
b_kamuel;Kamuel
b_resenr;Resenr
b_bandiam;Ban-Diam
b_lanive;Lanive
b_lamlam;Laml-Am
b_sumibuel;Sumi-Buel
sauduel;Sauduel
b_rocamur;Rocamur
b_notose;Notose
b_wahlanda;Wahlanda
b_borenr;Borenr
b_locenda;Locenda
b_roreina;Roreina
b_nundes;Nundes
b_doramur;Doramur
taudive;Taudive
b_sesuel;Sesuel
b_kanuel;Kanuel
b_sopan;Sopan
b_kantopm;Kan-Topm
b_resance;Resance
b_tocislav;Tocislav
b_kesundes;Kesundes
b_agopamur;Agopamur
b_ranmol;Ranm-Ol
b_rundes;Rundes
b_qocance;Qocance
b_liebdat;Liebdat
b_namenda;Namenda
b_nauan;Nauan
b_tiafose;Tiafose
b_laudan;Laudan
wegamur;Wegamur
b_kamuvdi;Kamuvdi
b_sesanda;Sesanda
b_sotamur;Sotamur
b_naneina;Naneina
b_teseina;Teseina
b_wecordan;Wecordan
b_boruel;Boruel
b_rananda;Rananda
korulad;Korulad
b_damamur;Damamur
b_kesamur;Kesamur
b_teranuvdi;Teranuvdi
b_kotulad;Kotulad
b_kive;Kive
b_kulad;Kulad
b_wenda;Wenda
b_tanmol;Tanm-Ol
b_roruel;Roruel
b_sormei;Sorm-Ei
b_nocose;Nocose
b_eranive;Eranive
b_qotive;Qotive
b_kananda;Kananda
b_regulad;Regulad
b_qeganda;Qeganda
b_ekopiletm;Ekopi-Letm
b_kiam;Kiam
b_tasordan;Tasordan
b_qiebdat;Qiebdat
b_ekesenda;Ekesenda
b_amislav;Amislav
b_loceodat;Loceodat
b_kociam;Kociam
beguel;Beguel
b_erauan;Erauan
b_dopeina;Dopeina
b_raumr;Raumr
b_emetose;Emetose
b_liafose;Liafose
b_damur;Damur
b_randa;Randa
sumuvdi;Sumuvdi
b_eranenr;Eranenr
b_begamur;Begamur
b_naudamur;Naudamur
b_tesordan;Tesordan
b_qaunda;Qaunda
b_sanenda;Sanenda
b_kaniam;Kaniam
b_torive;Torive
boriam;Boriam
b_tesenr;Tesenr
b_kesuel;Kesuel
b_rauld;Rauld
b_atenda;Atenda
b_ranive;Ranive
b_toran;Toran
b_nopmam;Nopm-Am
b_regance;Regance
emenda;Emenda
b_deina;Deina
b_kenr;Kenr
b_taranuvdi;Taranuvdi
b_ketma;Ketm-A
b_nieban;Nieban
b_eraunry;Eraunry
b_laumr;Laumr
b_eguvdi;Eguvdi
dopiam;Dopiam
b_roceina;Roceina
b_netenr;Netenr
b_bauld;Bauld
b_kopenda;Kopenda
b_ageodat;Ageodat
b_kadamur;Kadamur
b_qumuvdi;Qumuvdi
b_kesan;Kesan
ketenda;Ketenda
b_kiafi;Kiafi
b_daniam;Daniam
b_saumr;Saumr
b_tance;Tance
b_biafan;Biafan
b_siebose;Siebose
b_neranenda;Neranenda
b_bamamur;Bamamur
kumeodat;Kumeodat
b_leodat;Leodat
b_rieban;Rieban
b_weodat;Weodat
b_baneina;Baneina
b_keodat;Keodat
b_edeglumli;Edegl-Umli
b_saun;Saun
b_torenda;Torenda
b_wumose;Wumose
b_biafive;Biafive
b_esundes;Esundes
b_qocundes;Qocundes
b_dislav;Dislav
b_negenda;Negenda
b_siafose;Siafose
b_detulad;Detulad
regopuel;Regopuel
b_lasiwanl;Lasi-Wanl
b_sance;Sance
b_biebiam;Biebiam
b_lesiam;Lesiam
b_kiebdat;Kiebdat
b_ehleodat;Ehleodat
b_qetuel;Qetuel
b_weseina;Weseina
b_segose;Segose
b_kenda;Kenda
b_loreina;Loreina
b_tetanda;Tetanda
b_ropose;Ropose
b_lopose;Lopose
b_toreina;Toreina
b_sanenr;Sanenr
b_rotenda;Rotenda
b_adeodat;Adeodat
b_ropenda;Ropenda
b_daunry;Daunry
b_raudamur;Raudamur
b_enotose;Enotose
b_ebhordan;Ebhordan
b_toruel;Toruel
b_ebhuvdi;Ebhuvdi
b_tegiam;Tegiam
b_detenda;Detenda
b_kesuvdi;Kesuvdi
b_wive;Wive
b_qetitoci;Qeti-Toci
b_emive;Emive
b_naudive;Naudive
b_nopamur;Nopamur
b_qoramur;Qoramur
b_keganda;Keganda
b_qanamur;Qanamur
b_aliam;Aliam
koriam;Koriam
b_tetiam;Tetiam
b_kauduel;Kauduel
b_nanuvdi;Nanuvdi
b_leseodat;Leseodat
b_soramur;Soramur
b_betulad;Betulad
b_nananda;Nananda
nesulad;Nesulad
b_tordan;Tordan
b_ramenda;Ramenda
b_topmel;Topm-El
b_ketanda;Ketanda
b_rocose;Rocose
b_lotuvdi;Lotuvdi
b_qorenda;Qorenda
b_letmam;Letm-Am
sesliam;Sesl-Iam
b_ranenda;Ranenda
b_tiebdat;Tiebdat
b_boruvdi;Boruvdi
b_amose;Amose
b_rocenr;Rocenr
b_ranenr;Ranenr
b_kegiam;Kegiam
b_weguel;Weguel
b_acamur;Acamur
b_waudamur;Waudamur
b_rikegl;Ri'kegl
b_numenr;Numenr
b_kalive;Kalive
b_niafi;Niafi
b_tesan;Tesan
esordan;Esordan
b_setiam;Setiam
b_alamanda;Alamanda
b_wopeina;Wopeina
b_esuvdi;Esuvdi
b_waumr;Waumr
b_ahlose;Ahlose
b_sose;Sose
b_etamliam;Etaml-Iam
dose;Dose
b_niamaranl;Niam-Aranl
b_qameina;Qameina
b_daneina;Daneina
b_sauld;Sauld
b_tesuel;Tesuel
b_atamur;Atamur
b_detuel;Detuel
b_qauduel;Qauduel
b_qegordan;Qegordan
b_eliafi;Eliafi
b_samur;Samur
b_qislav;Qislav
b_banamur;Banamur
b_telmeiei;Telm-Eiei
b_tocenda;Tocenda
b_tauld;Tauld
dauduel;Dauduel
b_rumance;Rumance
b_segiam;Segiam
b_adaun;Adaun
b_rocance;Rocance
b_tetan;Tetan
b_kamanda;Kamanda
b_kabhose;Kabhose
b_niebdat;Niebdat
qamuvdi;Qamuvdi
b_wulad;Wulad
b_doceina;Doceina
b_sabhundes;Sabhundes
b_qocuel;Qocuel
b_bamulad;Bamulad
b_kaudeina;Kaudeina
b_banenda;Banenda
b_norulad;Norulad
dawielkesan;Dawiel-Kesan
retose;Retose
lial;Lial
siam;Siam
dumi;Dumi
awiel;Awiel
saudm;Saudm
bose;Bose
toti;Toti
qani;Qani
kicm;Kicm
kan;Kan
boul;Boul
retm;Retm
regna;Regna
wyudi;Wyudi
enotm;Enotm
bapl;Bapl
rinan;Rinan
kes;Kes
beges;Beges
ates;Ates
dites;Dites
tes;Tes
akaepa;Aka'epôa
qiteka;Qiteka
baigenes;Baigenes
nata;Na-Ta
rakinos;Rakinos
tyros;Tyros
keona;Keona
qe;Qe
ke;Ke
ethe;Ethe
te;Te
ne;Ne
keraila;Keraila
b_litesee;Lites'ee
b_nily;Nily
b_apesadir;Apesadir
b_tatule;Tatule
b_tunule;Tunule
b_tatinus;Tatinus
b_lagenive;Lagenive
b_weatily;Weatily
kenunando;Kenunando
b_agisaila;Agisaila
b_eqataila;Eqataila
b_waudonka;Waudonka
b_sule;Sule
b_nisadir;Nisadir
b_erainive;Erainive
b_tegawzia;Tegawzia
b_raudule;Raudule
naimes;Naimes
b_sesive;Sesive
b_qices;Qices
b_lices;Lices
b_qaudule;Qaudule
b_reseka;Reseka
b_waimafu;Waimafu
b_sices;Sices
b_qenafu;Qenafu
wenarma;Wenarma
b_renando;Renando
b_reradir;Reradir
b_wototo;Wototo
b_runeka;Runeka
b_lunes;Lunes
b_ratlewaisiefu;Ratle'wais'iefu
b_qaudinus;Qaudinus
b_diebily;Diebily
tando;Tando
b_naudando;Naudando
b_nunive;Nunive
b_qitese;Qites'e
b_alanadir;Alanadir
b_lisando;Lisando
b_keates;Keates
b_tates;Tates
b_reraila;Reraila
etarma;Etarma
b_seneka;Seneka
b_kenarma;Kenarma
b_kitartn;Kitartn
b_dadir;Dadir
b_ematule;Ematule
b_saimafu;Saimafu
b_beseka;Beseka
b_kiebily;Kiebily
atartn;Atartn
b_weatule;Weatule
b_reatule;Reatule
b_denando;Denando
b_disarma;Disarma
b_agenarma;Agenarma
b_sisafu;Sisafu
b_erotando;Erotando
b_legese;Leges'e
tisule;Tisule
b_lotarma;Lotarma
b_segoto;Segoto
b_katarma;Katarma
b_ratily;Ratily
b_sotarma;Sotarma
b_qalanarma;Qalanarma
b_rotonka;Rotonka
b_begando;Begando
disoto;Disoto
b_rerive;Rerive
b_kawzia;Kawzia
b_segolas;Segolas
b_warma;Warma
b_negawzia;Negawzia
b_sanes;Sanes
b_egenule;Egenule
totule;Totule
b_kerarma;Kerarma
b_nenolas;Nenolas
b_kitlaqites;Kitla'qites
b_ditafu;Ditafu
b_degonka;Degonka
b_kaimive;Kaimive
b_runes;Runes
b_wiseka;Wiseka
kotes;Kotes
b_rando;Rando
b_kerando;Kerando
b_tenes;Tenes
b_raraimeka;Raraimeka
b_tiebes;Tiebes
b_tenicinus;Tenicinus
b_leronka;Leronka
b_ticoto;Ticoto
katafu;Katafu
b_sicafu;Sicafu
b_taudando;Taudando
b_titinus;Titinus
b_tisarma;Tisarma
b_tisinus;Tisinus
b_ekitive;Ekitive
b_bagisule;Bagisule
b_licive;Licive
ricaila;Ricaila
b_kanotolas;Kanotolas
b_kicaila;Kicaila
b_daimafu;Daimafu
b_begonka;Begonka
b_duneka;Duneka
b_ditando;Ditando
b_taudes;Taudes
b_egises;Egises
etolas;Etolas
b_negive;Negive
b_enoteka;Enoteka
b_besonka;Besonka
b_ricoto;Ricoto
b_enicolas;Enicolas
b_taimule;Taimule
b_ricafu;Ricafu
b_kerafu;Kerafu
tenadir;Tenadir
b_kesafu;Kesafu
b_elanive;Elanive
b_wunadir;Wunadir
b_werarma;Werarma
b_ranando;Ranando
b_sises;Sises
b_qototo;Qototo
b_tenive;Tenive
warainafu;Warainafu
b_lunonka;Lunonka
b_leatily;Leatily
b_reative;Reative
b_qesando;Qesando
b_egiseka;Egiseka
b_kanlkegfuta;Kanlkegfu'ta
b_wanes;Wanes
b_niebes;Niebes
apando;Apôando
b_kisarma;Kisarma
b_qegule;Qegule
b_nenando;Nenando
b_litlanes;Litla'nes
b_totily;Totily
b_nando;Nando
b_ricadir;Ricadir
b_qunafu;Qunafu
edaila;Edaila
b_totarma;Totarma
b_raimafu;Raimafu
b_wily;Wily
b_waimes;Waimes
b_kitesie;Kites'ie
b_deatily;Deatily
b_derando;Derando
b_baimes;Baimes
b_wegises;Wegises
b_anotule;Anotule
b_anicadir;Anicadir
b_rerarma;Rerarma
b_nolas;Nolas
b_kisaila;Kisaila
b_eraimily;Eraimily
b_notonka;Notonka
elanaila;Elanaila
b_benule;Benule
b_bisando;Bisando
b_ricule;Ricule
b_senes;Senes
b_wiebeka;Wiebeka
b_egonka;Egonka
b_eraudinus;Eraudinus
b_tisoto;Tisoto
araimoto;Araimoto
b_epesule;Epesule
b_latoto;Latoto
b_sunaila;Sunaila
b_egoto;Egoto
b_agisive;Agisive
b_taimoto;Taimoto
b_laudes;Laudes
b_raninus;Raninus
eberolas;Eberolas
b_kotarma;Kotarma
b_rainoto;Rainoto
b_renive;Renive
b_nanive;Nanive
b_rereka;Rereka
b_bando;Bando
b_ritnanitla;Ritna'nitla
b_agisadir;Agisadir
eberule;Eberule
b_liseka;Liseka
b_sagesie;Sages'ie
b_ebawenfu;Eba'wenfu
b_daimive;Daimive
b_ritolas;Ritolas
b_tices;Tices
b_lisinus;Lisinus
leseka;Leseka
b_taimily;Taimily
b_kicadir;Kicadir
b_wenes;Wenes
b_bainily;Bainily
b_ematafu;Ematafu
b_risando;Risando
b_sagenes;Sagenes
b_epive;Epôive
baines;Baines
b_regeneka;Regeneka
b_terarma;Terarma
b_siebafu;Siebafu
b_kegawzia;Kegawzia
b_kates;Kates
b_kitinus;Kitinus
b_baudes;Baudes
b_egisoto;Egisoto
b_aberes;Aberes
b_kenive;Kenive
b_bawzia;Bawzia
b_risonka;Risonka
b_rerule;Rerule
b_bateka;Bateka
b_tegoto;Tegoto
b_nisarma;Nisarma
qunes;Qunes
b_ticolas;Ticolas
b_elanily;Elanily
b_renoto;Renoto
b_kafu;Kafu
b_eberily;Eberily
b_diebes;Diebes
b_segule;Segule
b_kaudonka;Kaudonka
kitive;Kitive
b_benes;Benes
b_risule;Risule
b_tadir;Tadir
b_tenarma;Tenarma
b_seatafu;Seatafu
b_nises;Nises
b_konka;Konka
b_danando;Danando
tieboto;Tieboto
b_disolas;Disolas
b_wicule;Wicule
b_wenadir;Wenadir
b_latule;Latule
b_kegisive;Kegisive
b_totes;Totes
b_kotadir;Kotadir
b_adenafu;Adenafu
dateka;Dateka
b_ekisadir;Ekisadir
b_ranarma;Ranarma
b_laines;Laines
b_wagisarma;Wagisarma
b_desolas;Desolas
b_ritive;Ritive
b_etartn;Etartn
b_qunule;Qunule
tartn;Tartn
b_qesie;Qes'ie
b_bafu;Bafu
b_botolas;Botolas
b_beates;Beates
b_qenando;Qenando
b_renarma;Renarma
b_qisonka;Qisonka
kanafu;Kanafu
b_danaila;Danaila
b_kises;Kises
b_witonka;Witonka
b_nunolas;Nunolas
b_ekisando;Ekisando
b_teatule;Teatule
b_lisadir;Lisadir
b_legily;Legily
b_danule;Danule
b_reginus;Reginus
b_nesule;Nesule
b_degafu;Degafu
b_nanoto;Nanoto
b_negesiw;Neges'iw
b_kenafu;Kenafu
b_ratule;Ratule
satando;Satando
b_segisarma;Segisarma
b_qegesa;Qeges'a
b_tenule;Tenule
b_negafu;Negafu
b_reates;Reates
b_ritinus;Ritinus
b_ritarma;Ritarma
b_dicadir;Dicadir
nates;Nates
b_risadir;Risadir
b_agenolas;Agenolas
b_bitarma;Bitarma
b_alaninus;Alaninus
b_egisarma;Egisarma
b_beatily;Beatily
b_lisoto;Lisoto
b_wiebule;Wiebule
teses;Teses
b_bitlakeges;Bitla'keges
b_disando;Disando
b_neglares;Negla'res
b_esisoto;Esisoto
b_bitartn;Bitartn
b_latarma;Latarma
b_qenonka;Qenonka
qisive;Qisive
b_kenadir;Kenadir
b_kanule;Kanule
b_tuninus;Tuninus
b_leative;Leative
b_taimes;Taimes
b_kainily;Kainily
b_kegises;Kegises
b_edonka;Edonka
apive;Apôive
b_keneka;Keneka
b_ragisadir;Ragisadir
b_nitesela;Nites'ela
b_keses;Keses
b_kerinus;Kerinus
b_eberive;Eberive
b_tesela;Tes'ela
b_kisinus;Kisinus
egadron;Egadron
b_tisaila;Tisaila
b_tatoto;Tatoto
b_sertodatratiska;Serto'datra'tiska
b_waudolas;Waudolas
b_regafu;Regafu
b_erateka;Erateka
b_latando;Latando
b_tenando;Tenando
dataila;Dataila
b_eresela;Eres'ela
b_karma;Karma
b_senaila;Senaila
b_sesule;Sesule
b_kaines;Kaines
b_tisando;Tisando
b_beatnaleatnusaraimno;Beatna'leatnus'araimno
b_teneka;Teneka
enunaila;Enunaila
b_agisule;Agisule
b_aniebule;Aniebule
b_risinus;Risinus
b_regesononitwia;Reges'ono'nitwia
b_sesadir;Sesadir
b_nerafu;Nerafu
b_weneka;Weneka
b_enesando;Enesando
ematando;Ematando
b_sisolas;Sisolas
b_sisily;Sisily
b_besarma;Besarma
b_lisaila;Lisaila
b_serafu;Serafu
b_riebafu;Riebafu
b_rawzia;Rawzia
b_ratarma;Ratarma
b_nainily;Nainily
b_sainule;Sainule
b_qenes;Qenes
b_qesoto;Qesoto
b_taudoto;Taudoto
b_kegive;Kegive
b_watarma;Watarma
b_ricive;Ricive
kitarma;Kitarma
b_riebive;Riebive
b_awarma;Awarma
b_lesive;Lesive
b_egenadir;Egenadir
b_tegive;Tegive
b_qitadir;Qitadir
b_bicafu;Bicafu
b_degive;Degive
b_tanarma;Tanarma
b_epartn;Epôartn
b_kily;Kily
b_enunadir;Enunadir
b_elisonka;Elisonka
b_benarma;Benarma
b_kegando;Kegando
b_saimes;Saimes
ranes;Ranes
b_kiebes;Kiebes
b_saudule;Saudule
b_winus;Winus
b_tailekerreno;Taile'kerr'eno
b_epadron;Epôadron
b_lisfubotnarainna;Lisfu'botna'rainna
b_sates;Sates
b_remates;Remates
bisive;Bisive
b_botando;Botando
b_runarma;Runarma
b_kegisarma;Kegisarma
b_kanoto;Kanoto
b_seninus;Seninus
b_aqicarma;Aqicarma
b_natarma;Natarma
b_wegadir;Wegadir
dises;Dises
b_narma;Narma
b_kuneka;Kuneka
b_senadir;Senadir
b_nesinus;Nesinus
b_deradir;Deradir
b_regarma;Regarma
b_qeglakaimna;Qegla'kaimna
b_nisinus;Nisinus
buninus;Buninus
b_anunaila;Anunaila
b_datily;Datily
b_agive;Agive
b_dicily;Dicily
b_kunes;Kunes
b_nitesee;Nites'ee
b_sanarma;Sanarma
weates;Weates
b_satily;Satily
b_sicily;Sicily
b_adily;Adily
b_kisando;Kisando
b_raudes;Raudes
b_bisoto;Bisoto
b_kagenarma;Kagenarma
b_keres;Keres
disinus;Disinus
b_kaimily;Kaimily
b_asicando;Asicando
b_anotafu;Anotafu
b_negadir;Negadir
b_apeses;Apeses
b_wisarma;Wisarma
b_etitesee;Etites'ee
b_tises;Tises
sartn;Sartn
b_lesando;Lesando
b_kenoto;Kenoto
b_ataudolas;Ataudolas
b_linus;Linus
b_nicily;Nicily
b_nisily;Nisily
b_litarma;Litarma
b_sesa;Ses'a
lisafu;Lisafu
b_wotadir;Wotadir
b_bitawzia;Bitawzia
b_kegily;Kegily
b_lesarma;Lesarma
b_waneka;Waneka
b_rotily;Rotily
b_qatando;Qatando
b_qotinus;Qotinus
b_lenily;Lenily
b_rarma;Rarma
b_ataila;Ataila
b_kegadir;Kegadir
b_renes;Renes
b_kegisadir;Kegisadir
bises;Bises
b_wegafu;Wegafu
b_tisily;Tisily
b_kitadron;Kitadron
b_kitule;Kitule
b_laudily;Laudily
b_waudes;Waudes
b_araimes;Araimes
datadir;Datadir
b_keronka;Keronka
b_saila;Saila
b_laimeka;Laimeka
b_tanes;Tanes
b_nagenando;Nagenando
b_apartn;Apôartn
b_lanando;Lanando
b_lunando;Lunando
eniconka;Eniconka
b_lenadir;Lenadir
b_waudando;Waudando
b_leates;Leates
b_laimule;Laimule
b_baudadir;Baudadir
b_resoto;Resoto
b_ladir;Ladir
qepily;Qepôily
b_regaila;Regaila
b_negeka;Negeka
b_raudadir;Raudadir
b_lateka;Lateka
b_anotarma;Anotarma
b_egenonka;Egenonka
b_resily;Resily
b_enuninus;Enuninus
kaudinus;Kaudinus
b_risarma;Risarma
b_lative;Lative
b_qeronka;Qeronka
b_wanafu;Wanafu
b_dicarma;Dicarma
b_tegando;Tegando
b_sotadir;Sotadir
b_deres;Deres
ematarma;Ematarma
b_dainive;Dainive
b_ditese;Dites'e
b_wadafu;Wadafu
b_lesee;Les'ee
b_nitlaelanl;Nitla'elanl
b_tunes;Tunes
b_bicoto;Bicoto
egisolas;Egisolas
b_tanolas;Tanolas
b_taimeka;Taimeka
b_laimes;Laimes
b_natonka;Natonka
b_tesily;Tesily
b_bitadron;Bitadron
b_benolas;Benolas
b_sando;Sando
b_kunoto;Kunoto
b_ritily;Ritily
b_daudando;Daudando
b_wotando;Wotando
b_epeka;Epôeka
b_wunafu;Wunafu
b_qisarma;Qisarma
b_raudolas;Raudolas
resonka;Resonka
b_deneka;Deneka
b_sotes;Sotes
b_sesafu;Sesafu
b_sesonka;Sesonka
b_kesarma;Kesarma
b_ratafu;Ratafu
b_regonka;Regonka
b_sanunive;Sanunive
kereka;Kereka
b_denafu;Denafu
b_kenando;Kenando
b_wisando;Wisando
b_siebily;Siebily
b_enunarma;Enunarma
b_satolas;Satolas
b_naudafu;Naudafu
b_begolas;Begolas
tesa;Tes'a
b_katinus;Katinus
b_sanonka;Sanonka
b_ticafu;Ticafu
b_titlasegla;Titla'segla
b_nunando;Nunando
b_beatule;Beatule
b_taila;Taila
liebily;Liebily
tijla;Tijla
talla;Talla
alule;Alule
nes;Nes
res;Res
kijes;Kijes
wes;Wes
qes;Qes
kegla;Kegla
rafu;Rafu
nam;Nam
kam;Kam
teges;Teges
din;Din
rel;Rel
qal;Qal
ral;Ral
regin;Regin
ruh;Ruh
tamin;Tamin
emes;Emes
ram;Ram
wie;Wie
bibes;Bibes
lar;Lar
eld;Eld
kin;Kin
wuses;Wuses
weldmos;Weldmos
weldmos_DESC;All praise the almighty Sab!
sab;Sab
tyerba;Tyer-Ba
derinia;Derinia
reriya;Reriya
kethiya;Kethiya
qa;Qa
lyer;Lyer
nyer;Nyer
tav;Tav
lya;Lya
ef;Ef
nilav;Nilav
bav;Bav
bab;Bab
tyar;Tyar
de;De
dyar;Dyar
rer;Rer
biebise;Biebise
b_qicunye;Qicunye
b_nunye;Nunye
b_qyahaboi;Qyahaboi
b_badise;Badise
b_kutes;Kutes
b_qadam;Qadam
b_qadunye;Qadunye
b_nebinrie;Nebin-Rie
tulqen;Tul-Qen
b_walelbar;Walelbar
b_elyahyo;Elyahyo
b_dalanin;Dalanin
b_renaboi;Renaboi
b_sitessan;Sites-San
b_tenise;Tenise
b_elanyo;Elanyo
b_kahtab;Kahtab
ribadam;Ribadam
b_tutaboi;Tutaboi
b_lyahuda;Lyahuda
b_tusaboi;Tusaboi
b_baboi;Baboi
b_rodawi;Rodawi
b_nitabsai;Nitabsai
b_dalivkah;Dalivkah
b_ralarva;Ralarva
kadarva;Kadarva
b_nutaye;Nutaye
b_bitarva;Bitarva
b_kafnai;Kafnai
b_syahunye;Syahunye
b_kityo;Kityo
b_kyahaye;Kyahaye
b_kodyo;Kodyo
b_reldin;Reldin
tibelbar;Tibelbar
b_lalunye;Lalunye
b_rarin;Rarin
b_wiebin;Wiebin
b_adulise;Adulise
b_syaharva;Syaharva
b_alutadam;Alutadam
b_kitabsai;Kitabsai
b_bivkah;Bivkah
sunye;Sunye
b_kenarva;Kenarva
b_kodawi;Kodawi
b_qenaboi;Qenaboi
b_nyahaye;Nyahaye
b_qibafnai;Qibafnai
b_todise;Todise
b_talise;Talise
b_tetrawi;Tetrawi
rusarva;Rusarva
b_rusunye;Rusunye
b_rinnites;Rin-Nites
b_noduda;Noduda
b_weldunye;Weldunye
b_kitise;Kitise
b_leldin;Leldin
b_beldadam;Beldadam
b_kiebuda;Kiebuda
qicadam;Qicadam
b_kadaboi;Kadaboi
b_ketrirkoi;Ketrirkoi
b_elanunye;Elanunye
b_elanin;Elanin
b_biebin;Biebin
b_etadam;Etadam
b_eraradam;Eraradam
b_teldin;Teldin
baladam;Baladam
b_titafnai;Titafnai
b_wusarva;Wusarva
b_dadam;Dadam
b_sarva;Sarva
b_bitawi;Bitawi
b_wutise;Wutise
b_tainise;Tainise
b_kodes;Kodes
qutarva;Qutarva
b_rusin;Rusin
b_karin;Karin
b_egodin;Egodin
b_etawi;Etawi
b_sutaboi;Sutaboi
b_rutarva;Rutarva
b_dirkoi;Dirkoi
b_walinnites;Walin-Nites
waye;Waye
syahes;Syahes
rin;Rin
sin;Sin
rut;Rut
elin;Elin
kod;Kod
tar;Tar
win;Winæ
rus;Rus
wic;Wic
sitin;Sitin
q;Burela
tie;Tie
ryahn;Ryahn
ald;Ald
sie;Sie
tibr;Tibr
litn;Litn
anies;Anies
sahn;Sahn
wuhn;Wuhn
witn;Witn
kavs;Kavs
qulius;Qulius
neneria;Neneria
lamew;Lamew
nelew;Nelew
wafa;Wafa
darew;Darew
aqwafa;Aqwafa
laze;Laze
abenra;Abenra
wamew;Wamew
nazna;Nazna
rore;Rore
datne;Datne
rew;Rew
kazna;Kazna
bazna;Bazna
kame;Kame
kitella;Kitella
b_wahsan;Wahs An
b_buhius;Buhius
b_ren;Renç
b_sahibel;Sahibel
b_nenen;Nenenç
b_lyahayan;Lyahayan
b_tyahava;Tyahava
b_rarentiy;Rarentiy
lodopti;Lodopti
b_sitopolk;Sitopolk
b_esuhius;Esuhius
b_alibel;Alibel
b_rienus;Rienus
b_dulava;Dulava
b_ralella;Ralella
b_nalnes;Naln Es
b_dienus;Dienus
byahibel;Byahibel
b_dahibel;Dahibel
b_azahes;Azahes
b_qulopti;Qulopti
b_rahibel;Rahibel
b_wuhayan;Wuhayan
b_lyaheria;Lyaheria
b_byahius;Byahius
b_titindik;Titindik
dens;Dens
b_bensan;Bens An
b_salella;Salella
b_qarnan;Qarn An-
b_retian;Retian
b_aqibel;Aqibel
b_darinia;Darinia
b_karestavn;Kares Tavn
b_kyahava;Kyahava
waribel;Waribel
b_nenes;Nenes
b_etaheria;Etaheria
b_liebens;Liebens
b_tuhes;Tuhes
b_talius;Talius
b_saropolk;Saropolk
b_nuhava;Nuhava
b_waretian;Waretian
duhes;Duhes
b_qetava;Qetava
b_ritens;Ritens
b_balen;Balenç
b_duhius;Duhius
b_agoderia;Agoderia
b_kiteria;Kiteria
b_tarella;Tarella
b_luten;Lutenç
tahibel;Tahibel
b_tuhayan;Tuhayan
b_lavava;Lavava
b_titella;Titella
b_ebodnyahn;Ebodn Yahn
b_saveria;Saveria
b_nava;Nava
b_sahnae;Sahn Ae
b_ekahella;Ekahella
raveria;Raveria
b_buhayan;Buhayan
b_tareria;Tareria
b_tarayan;Tarayan
b_wieben;Wiebenç
b_elayan;Elayan
b_aqavinia;Aqavinia
b_kaleria;Kaleria
b_deneria;Deneria
rentiy;Rentiy
b_kyahes;Kyahes
b_lavella;Lavella
b_egenen;Egenenç
b_lenen;Lenenç
b_nenibel;Nenibel
b_qalava;Qalava
b_wahibel;Wahibel
b_salindik;Salindik
areria;Areria
b_wuheria;Wuheria
b_etopolk;Etopolk
b_titen;Titenç
b_remuhens;Remuhens
b_qarayan;Qarayan
b_wibel;Wibel
b_awen;Awenç
b_dahinia;Dahinia
lalella;Lalella
b_suhens;Suhens
b_wahius;Wahius
b_nitava;Nitava
b_wagenopti;Wagenopti
b_witopolk;Witopolk
b_amuheria;Amuheria
b_beneria;Beneria
b_ryahella;Ryahella
agenella;Agenella
b_lavinia;Lavinia
b_barentiy;Barentiy
b_ekavayan;Ekavayan
b_duhibel;Duhibel
b_rulava;Rulava
b_rindik;Rindik
b_sulava;Sulava
b_saheria;Saheria
buhibel;Buhibel
b_luheria;Luheria
b_niebava;Niebava
b_kyaheria;Kyaheria
b_anaresemuhn;Anares Emuhn
b_quhen;Quhenç
b_qarius;Qarius
b_reneria;Reneria
b_eryahen;Eryahenç
bitopolk;Bitopolk
b_bahnan;Bahn An
b_tuhopti;Tuhopti
b_doden;Dodenç
b_agodibel;Agodibel
b_wuhibel;Wuhibel
b_sutava;Sutava
b_dahnan;Dahn An
b_aweninia;Aweninia
alindik;Alindik
